Transaction_ID,Customer_ID,Purchase_Date,Purchased_Product_IDs,Order_Value,Order_Location,Repeat_Purchase_Score,Return_Rate
TXN09992,CUST3567,2024-04-01 16:23:20,"['PROD0826', 'PROD0952', 'PROD0596', 'PROD0266']",1156000,Sabang,0.84,0.09
TXN09993,CUST0796,2023-10-30 03:03:18,['PROD0747'],162000,Salatiga,0.68,0.11
TXN09994,CUST1521,2023-11-13 04:55:58,['PROD0407'],341000,Kota Administrasi Jakarta Barat,0.91,0.33
TXN09995,CUST1117,2025-08-08 15:22:47,['PROD0252'],440000,Medan,0.67,0.28
TXN09996,CUST1155,2024-11-27 09:06:16,['PROD0455'],405000,Cirebon,0.76,0.31
TXN09997,CUST0362,2024-03-16 05:24:12,"['PROD0819', 'PROD0104']",668000,Jayapura,1.0,0.24
TXN09998,CUST3490,2025-06-25 04:06:06,"['PROD0084', 'PROD0293', 'PROD0047']",990000,Bandar Lampung,0.7,0.13
TXN09999,CUST3207,2024-05-08 00:25:20,['PROD0923'],253000,Tomohon,0.89,0.15
TXN10000,CUST2243,2025-01-18 20:38:24,"['PROD0276', 'PROD0572', 'PROD0798', 'PROD0011']",805000,Bitung,0.9,0.39
TXN10001,CUST0342,2024-08-26 08:41:39,"['PROD0646', 'PROD0065']",543000,Metro,0.52,0.5
TXN10002,CUST2710,2025-04-30 01:00:38,"['PROD0020', 'PROD0382']",747000,Magelang,0.32,0.41
TXN10003,CUST4667,2023-12-17 07:05:59,['PROD0127'],495000,Kota Administrasi Jakarta Utara,0.73,0.22
TXN10004,CUST1980,2025-01-16 13:55:56,['PROD0288'],310000,Langsa,0.88,0.37
TXN10005,CUST0903,2025-04-02 17:15:31,['PROD0716'],394000,Banjar,0.8,0.11
TXN10006,CUST1072,2024-06-19 05:42:51,"['PROD0753', 'PROD0791']",897000,Ternate,0.75,0.02
TXN10007,CUST1097,2024-05-23 11:55:10,['PROD0959'],168000,Pasuruan,0.38,0.4
TXN10008,CUST4950,2024-09-18 10:08:14,['PROD0444'],433000,Gorontalo,0.75,0.34
TXN10009,CUST4358,2025-06-26 02:51:29,['PROD0657'],307000,Jambi,0.67,0.18
TXN10010,CUST4106,2024-05-05 03:51:14,"['PROD0809', 'PROD0287', 'PROD0481']",696000,Pekalongan,0.91,0.37
TXN10011,CUST2464,2024-12-23 22:57:38,"['PROD0144', 'PROD0006', 'PROD0604']",764000,Lhokseumawe,0.79,0.24
TXN10012,CUST2917,2024-02-22 12:28:17,['PROD0764'],187000,Purwokerto,1.0,0.02
TXN10013,CUST2408,2023-09-28 08:24:45,"['PROD0320', 'PROD0662']",650000,Sungai Penuh,0.93,0.33
TXN10014,CUST3594,2025-02-27 00:47:03,['PROD0502'],139000,Binjai,0.74,0.2
TXN10015,CUST3574,2023-08-24 05:06:15,"['PROD1016', 'PROD0716']",659000,Tangerang Selatan,0.97,0.23
TXN10016,CUST2056,2024-11-16 13:25:06,['PROD0292'],402000,Tanjungpinang,0.63,0.21
TXN10017,CUST1143,2024-08-20 06:59:02,['PROD0461'],356000,Bengkulu,0.45,0.45
TXN10018,CUST3207,2025-04-27 21:59:10,"['PROD0843', 'PROD0592']",515000,Surabaya,0.89,0.27
TXN10019,CUST4609,2024-12-14 13:15:11,['PROD0439'],123000,Palopo,0.92,0.14
TXN10020,CUST3337,2025-08-12 12:11:44,['PROD0637'],320000,Tual,0.55,0.45
TXN10021,CUST3313,2025-07-30 18:45:41,"['PROD0069', 'PROD0946']",634000,Bitung,0.71,0.32
TXN10022,CUST0832,2025-05-14 08:30:08,"['PROD0984', 'PROD0602']",528000,Parepare,0.99,0.01
TXN10023,CUST4702,2025-07-15 03:32:16,['PROD0209'],164000,Palangkaraya,0.73,0.16
TXN10024,CUST3269,2024-06-12 05:58:11,['PROD0142'],245000,Lhokseumawe,0.68,0.01
TXN10025,CUST1000,2023-12-17 05:56:12,"['PROD0370', 'PROD0957', 'PROD0212', 'PROD0293']",1395000,Sibolga,1.0,0.19
TXN10026,CUST1972,2023-11-02 09:09:31,['PROD0762'],294000,Ternate,0.0,0.42
TXN10027,CUST1107,2024-07-11 08:27:20,['PROD0954'],403000,Batu,0.74,0.07
TXN10028,CUST4184,2025-05-07 13:57:06,"['PROD0146', 'PROD0502']",497000,Makassar,0.79,0.15
TXN10029,CUST2989,2025-03-27 20:35:06,"['PROD0345', 'PROD0817', 'PROD1025']",1009000,Padang,0.72,0.25
TXN10030,CUST0764,2023-09-01 22:27:50,"['PROD0819', 'PROD0743']",444000,Meulaboh,0.61,0.26
TXN10031,CUST4946,2023-12-12 21:19:27,"['PROD0376', 'PROD0065']",531000,Ambon,0.95,0.1
TXN10032,CUST2296,2024-08-27 03:08:51,"['PROD0909', 'PROD1008']",360000,Pekanbaru,0.82,0.27
TXN10033,CUST2862,2025-04-02 02:33:11,['PROD0329'],110000,Prabumulih,0.09,0.44
TXN10034,CUST1509,2024-04-11 09:46:39,['PROD0765'],286000,Banjar,0.62,0.38
TXN10035,CUST2100,2024-12-06 22:14:50,"['PROD0576', 'PROD0991']",377000,Cilegon,0.87,0.24
TXN10036,CUST1948,2024-03-11 23:49:37,['PROD0656'],433000,Payakumbuh,0.82,0.38
TXN10037,CUST0187,2024-03-24 19:25:01,['PROD0321'],149000,Medan,0.74,0.01
TXN10038,CUST1919,2024-04-12 13:32:50,['PROD0116'],142000,Lhokseumawe,0.92,0.19
TXN10039,CUST2037,2024-05-22 16:22:55,['PROD0596'],337000,Palembang,0.78,0.18
TXN10040,CUST3947,2024-06-07 00:26:38,['PROD0010'],354000,Kota Administrasi Jakarta Barat,0.91,0.01
TXN10041,CUST3609,2024-01-01 06:37:38,['PROD0827'],396000,Salatiga,0.89,0.29
TXN10042,CUST4648,2025-02-17 03:22:57,['PROD0387'],268000,Palembang,0.67,0.11
TXN10043,CUST2915,2024-03-03 07:26:09,['PROD0285'],137000,Yogyakarta,0.93,0.35
TXN10044,CUST3253,2023-11-02 00:50:51,['PROD0596'],337000,Sibolga,0.79,0.23
TXN10045,CUST3325,2024-08-23 04:38:04,['PROD1050'],420000,Banjarbaru,0.69,0.06
TXN10046,CUST3242,2023-10-03 01:37:33,['PROD0231'],127000,Bandar Lampung,0.69,0.06
TXN10047,CUST2527,2024-09-08 20:11:52,"['PROD0009', 'PROD0894']",458000,Pematangsiantar,0.98,0.36
TXN10048,CUST0326,2024-01-13 01:41:20,"['PROD1042', 'PROD0075', 'PROD0579', 'PROD0465']",1297000,Sukabumi,0.78,0.33
TXN10049,CUST0170,2024-01-21 01:31:09,['PROD0940'],103000,Salatiga,0.93,0.34
TXN10050,CUST3338,2024-04-12 22:24:11,['PROD0708'],230000,Sungai Penuh,0.0,0.44
TXN10051,CUST1773,2024-03-21 00:51:25,"['PROD0594', 'PROD0382']",728000,Bekasi,0.79,0.34
TXN10052,CUST0426,2024-11-06 03:53:58,['PROD0040'],262000,Bekasi,0.08,0.49
TXN10053,CUST4049,2023-12-16 20:13:08,['PROD0787'],170000,Kupang,0.64,0.28
TXN10054,CUST4433,2025-06-27 11:47:50,"['PROD0057', 'PROD0946', 'PROD0240']",670000,Purwokerto,0.74,0.3
TXN10055,CUST3225,2025-06-25 06:50:57,"['PROD0606', 'PROD0620']",669000,Madiun,0.79,0.12
TXN10056,CUST1699,2024-05-08 05:32:51,['PROD0097'],313000,Sawahlunto,0.66,0.13
TXN10057,CUST3823,2023-12-02 04:17:18,['PROD0899'],361000,Palembang,0.88,0.0
TXN10058,CUST3639,2023-08-29 23:25:12,['PROD0909'],201000,Tanjungpinang,0.77,0.15
TXN10059,CUST2792,2023-09-03 22:01:27,['PROD0040'],262000,Tegal,0.65,0.34
TXN10060,CUST1627,2024-06-27 14:40:00,"['PROD0784', 'PROD1030']",754000,Manado,0.78,0.2
TXN10061,CUST0783,2024-03-07 07:06:10,['PROD0876'],237000,Payakumbuh,0.91,0.13
TXN10062,CUST4394,2025-01-24 18:32:05,['PROD1049'],492000,Palopo,0.41,0.45
TXN10063,CUST1934,2023-10-04 03:34:39,"['PROD0136', 'PROD0570']",355000,Madiun,0.74,0.17
TXN10064,CUST3008,2025-03-02 07:57:34,"['PROD0653', 'PROD0386']",511000,Metro,0.84,0.37
TXN10065,CUST4120,2023-10-07 08:30:56,['PROD0367'],337000,Pariaman,0.79,0.13
TXN10066,CUST4000,2025-07-21 16:41:23,['PROD0332'],111000,Lubuklinggau,1.0,0.27
TXN10067,CUST1545,2023-08-23 15:32:24,['PROD0200'],155000,Sorong,0.11,0.41
TXN10068,CUST0516,2025-08-05 16:55:31,"['PROD0655', 'PROD0715']",721000,Probolinggo,0.64,0.29
TXN10069,CUST0097,2025-01-13 05:46:26,['PROD0499'],274000,Denpasar,0.73,0.17
TXN10070,CUST1330,2025-02-06 23:36:42,"['PROD0649', 'PROD0641', 'PROD0226']",1436000,Sukabumi,0.55,0.48
TXN10071,CUST4316,2024-07-12 03:18:15,"['PROD0824', 'PROD0228']",408000,Madiun,0.69,0.01
TXN10072,CUST1182,2025-07-21 04:31:32,['PROD0092'],279000,Padang Sidempuan,0.54,0.45
TXN10073,CUST0624,2024-01-27 09:31:07,"['PROD0449', 'PROD0951', 'PROD0169']",738000,Tasikmalaya,0.81,0.24
TXN10074,CUST4484,2024-09-13 22:17:27,"['PROD0312', 'PROD0752']",673000,Manado,0.71,0.02
TXN10075,CUST2262,2025-07-07 23:08:04,"['PROD0395', 'PROD0626']",542000,Ambon,0.95,0.19
TXN10076,CUST0733,2024-04-08 21:09:27,"['PROD0729', 'PROD0760']",352000,Mataram,0.74,0.33
TXN10077,CUST0051,2024-07-22 08:51:05,"['PROD0621', 'PROD0466']",526000,Bekasi,0.92,0.37
TXN10078,CUST0172,2025-01-23 16:47:54,['PROD0962'],149000,Tanjungbalai,0.71,0.14
TXN10079,CUST4284,2023-11-02 15:20:51,['PROD0283'],114000,Palembang,0.61,0.36
TXN10080,CUST4374,2024-08-26 10:25:33,['PROD0460'],255000,Kota Administrasi Jakarta Timur,0.92,0.1
TXN10081,CUST4729,2024-01-24 00:09:30,"['PROD1018', 'PROD0460', 'PROD0872']",616000,Denpasar,0.9,0.38
TXN10082,CUST1267,2023-11-22 12:02:20,['PROD0006'],266000,Balikpapan,0.72,0.06
TXN10083,CUST0362,2025-01-25 02:51:57,['PROD0901'],433000,Tebingtinggi,0.63,0.3
TXN10084,CUST0777,2025-05-10 00:17:26,['PROD0031'],101000,Probolinggo,0.97,0.06
TXN10085,CUST2676,2024-09-29 17:09:22,"['PROD0841', 'PROD0019']",637000,Ternate,0.78,0.02
TXN10086,CUST2093,2024-08-09 09:18:56,['PROD0553'],342000,Makassar,0.85,0.16
TXN10087,CUST1086,2024-10-06 09:52:20,['PROD0307'],360000,Tangerang Selatan,0.55,0.42
TXN10088,CUST0594,2024-11-18 08:44:13,['PROD0506'],442000,Pematangsiantar,0.83,0.26
TXN10089,CUST4517,2023-09-30 14:58:46,"['PROD0510', 'PROD1051', 'PROD0336', 'PROD0474']",828000,Pasuruan,0.41,0.46
TXN10090,CUST2646,2025-05-15 09:43:06,['PROD0071'],281000,Makassar,0.78,0.14
TXN10091,CUST4790,2024-09-18 02:04:59,['PROD0503'],309000,Batu,0.68,0.31
TXN10092,CUST0016,2023-09-22 16:29:41,['PROD0860'],303000,Salatiga,0.83,0.25
TXN10093,CUST3644,2024-04-24 05:15:05,['PROD0259'],122000,Payakumbuh,0.8,0.22
TXN10094,CUST2491,2025-07-21 21:48:45,['PROD0573'],134000,Magelang,1.0,0.09
TXN10095,CUST1496,2023-12-07 23:08:00,['PROD0548'],167000,Malang,0.87,0.19
TXN10096,CUST1134,2024-05-19 08:34:50,['PROD0826'],299000,Pangkalpinang,1.0,0.02
TXN10097,CUST0647,2024-06-26 22:25:39,"['PROD0005', 'PROD0959', 'PROD0250', 'PROD0972']",996000,Dumai,0.68,0.32
TXN10098,CUST0536,2023-09-02 05:57:29,['PROD0942'],210000,Bengkulu,0.98,0.05
TXN10099,CUST1919,2025-06-30 10:52:23,['PROD0999'],179000,Surabaya,0.76,0.16
TXN10100,CUST2155,2023-12-31 01:21:30,"['PROD0443', 'PROD0290', 'PROD0662']",699000,Binjai,0.73,0.19
TXN10101,CUST1307,2024-03-23 20:56:19,"['PROD0573', 'PROD0243']",385000,Bengkulu,0.64,0.33
TXN10102,CUST1761,2024-09-24 08:33:52,['PROD0798'],148000,Singkawang,0.6,0.35
TXN10103,CUST4097,2023-10-10 16:16:31,['PROD0921'],291000,Kota Administrasi Jakarta Selatan,0.75,0.24
TXN10104,CUST4155,2024-09-27 22:58:26,"['PROD0043', 'PROD0744']",379000,Prabumulih,0.61,0.26
TXN10105,CUST4870,2025-07-20 07:59:53,"['PROD0442', 'PROD0573']",342000,Lubuklinggau,0.97,0.12
TXN10106,CUST4583,2024-08-23 13:31:44,['PROD0879'],302000,Semarang,0.73,0.03
TXN10107,CUST4262,2025-03-25 07:33:01,"['PROD0900', 'PROD0289']",498000,Kota Administrasi Jakarta Selatan,0.69,0.15
TXN10108,CUST3354,2025-07-31 14:13:31,"['PROD0232', 'PROD0425']",653000,Cilegon,0.69,0.05
TXN10109,CUST4309,2023-10-22 08:31:57,['PROD0394'],324000,Sukabumi,0.74,0.31
TXN10110,CUST0568,2025-07-16 06:14:38,"['PROD0393', 'PROD0290', 'PROD0455']",1092000,Kendari,0.77,0.36
TXN10111,CUST2936,2024-11-08 20:27:28,['PROD0601'],401000,Depok,0.69,0.38
TXN10112,CUST2056,2025-08-13 16:12:33,['PROD0953'],397000,Mojokerto,0.94,0.01
TXN10113,CUST3293,2024-12-20 17:08:43,"['PROD0258', 'PROD0348']",251000,Cimahi,0.65,0.33
TXN10114,CUST2490,2024-10-16 08:46:34,"['PROD0523', 'PROD0738']",542000,Manado,0.65,0.26
TXN10115,CUST2122,2024-05-11 04:20:02,"['PROD0612', 'PROD0406']",610000,Probolinggo,0.48,0.49
TXN10116,CUST1333,2025-05-02 06:29:01,"['PROD0621', 'PROD1014']",432000,Tomohon,0.61,0.13
TXN10117,CUST1808,2023-10-22 19:19:29,['PROD1058'],227000,Kotamobagu,0.94,0.17
TXN10118,CUST4979,2024-11-14 01:08:42,['PROD0504'],123000,Surabaya,0.85,0.27
TXN10119,CUST0887,2023-09-25 05:08:40,['PROD0531'],182000,Serang,0.48,0.49
TXN10120,CUST1488,2024-10-29 16:17:21,['PROD0317'],127000,Pasuruan,0.93,0.06
TXN10121,CUST4811,2025-06-15 11:15:15,['PROD0801'],350000,Samarinda,0.75,0.31
TXN10122,CUST3865,2024-10-09 01:46:52,['PROD0596'],337000,Tangerang,0.71,0.12
TXN10123,CUST1574,2024-08-06 22:17:40,['PROD0618'],412000,Singkawang,0.91,0.18
TXN10124,CUST1802,2023-09-09 19:31:46,['PROD0712'],362000,Pematangsiantar,0.63,0.27
TXN10125,CUST2685,2023-10-13 08:54:10,"['PROD0637', 'PROD0745']",556000,Kota Administrasi Jakarta Selatan,0.8,0.06
TXN10126,CUST0002,2025-04-10 23:19:31,['PROD0838'],465000,Metro,0.95,0.07
TXN10127,CUST1336,2024-12-18 03:11:05,"['PROD0937', 'PROD0846']",650000,Palu,0.72,0.35
TXN10128,CUST1383,2024-08-09 21:16:07,['PROD0264'],102000,Surabaya,0.79,0.11
TXN10129,CUST2950,2024-06-28 21:02:26,['PROD0797'],127000,Tangerang,0.79,0.11
TXN10130,CUST3054,2025-04-25 10:42:10,['PROD0801'],350000,Banjar,0.83,0.02
TXN10131,CUST2478,2023-08-17 01:02:21,"['PROD0507', 'PROD0825']",357000,Kota Administrasi Jakarta Barat,0.98,0.27
TXN10132,CUST3545,2024-12-23 17:40:03,"['PROD0543', 'PROD0062', 'PROD0261', 'PROD0804']",1126000,Metro,0.94,0.27
TXN10133,CUST3950,2023-12-14 12:23:22,"['PROD0045', 'PROD0147']",608000,Depok,0.61,0.22
TXN10134,CUST2439,2025-06-27 09:35:58,['PROD1012'],289000,Palu,0.07,0.44
TXN10135,CUST4780,2024-12-05 03:51:40,['PROD0517'],441000,Ambon,0.91,0.36
TXN10136,CUST3903,2024-04-23 03:01:01,['PROD0676'],353000,Palembang,0.94,0.31
TXN10137,CUST2901,2024-01-09 02:59:02,['PROD0783'],185000,Palu,0.99,0.14
TXN10138,CUST4458,2024-08-05 03:36:45,"['PROD0737', 'PROD0822']",482000,Pariaman,0.96,0.27
TXN10139,CUST2490,2025-08-02 20:00:03,"['PROD0099', 'PROD1029', 'PROD0079']",1028000,Bandung,0.93,0.36
TXN10140,CUST0423,2025-06-22 10:20:13,['PROD0603'],171000,Bukittinggi,0.11,0.43
TXN10141,CUST3241,2025-06-09 21:07:23,"['PROD0927', 'PROD0330']",423000,Padangpanjang,0.73,0.13
TXN10142,CUST0363,2025-08-04 06:47:01,['PROD0756'],128000,Mataram,0.83,0.22
TXN10143,CUST0547,2024-05-18 16:50:14,['PROD0421'],172000,Subulussalam,0.91,0.38
TXN10144,CUST0417,2024-08-15 00:35:51,['PROD0516'],448000,Banjarmasin,0.27,0.48
TXN10145,CUST1075,2025-01-31 16:10:51,['PROD0926'],234000,Banjar,0.99,0.37
TXN10146,CUST2556,2025-02-25 01:17:19,"['PROD0640', 'PROD0265']",498000,Probolinggo,0.34,0.47
TXN10147,CUST0685,2023-10-03 13:26:22,"['PROD0573', 'PROD0071', 'PROD0020', 'PROD0554']",945000,Medan,0.65,0.3
TXN10148,CUST0754,2025-05-29 10:37:44,"['PROD0184', 'PROD0439']",474000,Metro,0.65,0.1
TXN10149,CUST2176,2024-10-18 05:33:45,['PROD0212'],291000,Pagaralam,0.84,0.33
TXN10150,CUST4231,2025-02-26 00:20:07,['PROD0615'],258000,Tebingtinggi,0.92,0.23
TXN10151,CUST3706,2024-08-30 17:02:14,"['PROD0168', 'PROD0141']",602000,Bekasi,0.73,0.18
TXN10152,CUST0228,2024-03-29 14:54:00,['PROD0621'],192000,Manado,0.67,0.09
TXN10153,CUST2836,2024-12-28 22:34:40,['PROD0586'],468000,Serang,0.94,0.05
TXN10154,CUST0711,2025-04-29 16:05:28,['PROD0999'],179000,Sukabumi,0.52,0.42
TXN10155,CUST2908,2025-03-27 03:20:07,['PROD0266'],272000,Bandar Lampung,0.79,0.18
TXN10156,CUST0707,2023-11-12 02:35:29,"['PROD0334', 'PROD0619']",472000,Padang,0.63,0.12
TXN10157,CUST1902,2025-08-06 06:45:33,['PROD0315'],374000,Bogor,0.93,0.3
TXN10158,CUST0019,2024-09-19 14:50:46,['PROD1022'],186000,Palu,0.71,0.14
TXN10159,CUST0372,2025-02-11 07:48:39,['PROD0845'],268000,Banjarmasin,0.73,0.16
TXN10160,CUST1423,2024-04-17 01:02:14,"['PROD0915', 'PROD0330']",480000,Kota Administrasi Jakarta Pusat,0.3,0.46
TXN10161,CUST0996,2024-08-29 07:21:57,['PROD0200'],155000,Balikpapan,0.98,0.17
TXN10162,CUST1975,2025-03-26 20:24:32,['PROD0907'],113000,Mataram,0.47,0.48
TXN10163,CUST1239,2025-01-22 21:46:31,['PROD0068'],500000,Purwokerto,0.7,0.1
TXN10164,CUST2062,2025-01-23 21:27:35,['PROD0870'],394000,Pasuruan,0.85,0.11
TXN10165,CUST1761,2023-11-11 14:23:06,['PROD0624'],104000,Lhokseumawe,0.91,0.12
TXN10166,CUST4667,2024-08-24 23:42:15,"['PROD0443', 'PROD0103']",503000,Banjar,0.69,0.33
TXN10167,CUST2685,2023-08-22 12:34:13,['PROD0745'],236000,Kota Administrasi Jakarta Timur,0.77,0.19
TXN10168,CUST1478,2025-06-17 07:10:24,['PROD0540'],413000,Tangerang,0.11,0.48
TXN10169,CUST3374,2024-08-18 05:57:07,"['PROD0307', 'PROD0157']",628000,Bogor,0.13,0.45
TXN10170,CUST4491,2024-06-08 02:01:22,['PROD0984'],151000,Bogor,0.85,0.08
TXN10171,CUST4467,2024-11-22 09:45:41,"['PROD1050', 'PROD0103', 'PROD1034', 'PROD0345']",1150000,Pasuruan,0.81,0.09
TXN10172,CUST3637,2024-04-23 06:42:05,['PROD0581'],366000,Bogor,0.81,0.39
TXN10173,CUST1825,2023-11-04 08:02:15,"['PROD0182', 'PROD0243', 'PROD0967']",1051000,Kotamobagu,0.78,0.24
TXN10174,CUST0072,2024-07-24 05:47:18,['PROD0844'],330000,Bontang,0.88,0.09
TXN10175,CUST3710,2025-08-07 00:02:27,['PROD1033'],270000,Salatiga,0.31,0.45
TXN10176,CUST2483,2024-11-10 06:18:11,['PROD0258'],148000,Bandar Lampung,0.7,0.18
TXN10177,CUST0839,2023-12-30 00:56:25,"['PROD0191', 'PROD0833', 'PROD0120', 'PROD0860']",1086000,Surabaya,0.18,0.46
TXN10178,CUST0711,2025-02-03 17:18:03,['PROD0617'],483000,Palu,0.61,0.27
TXN10179,CUST4525,2024-08-18 17:25:54,"['PROD0442', 'PROD0197']",367000,Palembang,0.2,0.41
TXN10180,CUST2608,2023-10-10 18:47:27,"['PROD0955', 'PROD0023', 'PROD0420']",949000,Batu,0.78,0.09
TXN10181,CUST1269,2025-01-18 00:45:52,['PROD0826'],299000,Batam,0.61,0.06
TXN10182,CUST0859,2024-01-23 00:50:54,['PROD0639'],333000,Cirebon,0.92,0.32
TXN10183,CUST1624,2023-10-16 04:23:36,"['PROD0536', 'PROD0573']",255000,Banjarmasin,0.16,0.43
TXN10184,CUST1256,2024-10-18 08:15:13,['PROD0354'],176000,Banda Aceh,0.65,0.24
TXN10185,CUST2201,2024-05-13 05:45:20,['PROD0761'],115000,Singkawang,0.73,0.3
TXN10186,CUST1042,2025-04-29 03:19:27,"['PROD0045', 'PROD0413']",640000,Kota Administrasi Jakarta Utara,0.0,0.48
TXN10187,CUST3435,2024-03-28 02:21:44,['PROD0888'],254000,Pontianak,0.92,0.31
TXN10188,CUST0196,2023-12-30 10:00:16,['PROD0682'],104000,Bima,0.99,0.33
TXN10189,CUST3698,2024-11-03 02:13:05,"['PROD1043', 'PROD0677', 'PROD0819', 'PROD0488']",996000,Padangpanjang,0.88,0.03
TXN10190,CUST0409,2024-09-30 16:42:45,['PROD0460'],255000,Tasikmalaya,0.85,0.35
TXN10191,CUST0807,2024-12-10 23:35:49,['PROD0615'],258000,Langsa,0.69,0.28
TXN10192,CUST3720,2023-10-05 23:52:25,"['PROD0198', 'PROD0259', 'PROD0782', 'PROD0016']",899000,Bogor,0.86,0.08
TXN10193,CUST3617,2025-05-03 15:54:56,"['PROD0862', 'PROD0295', 'PROD0492']",662000,Mataram,0.15,0.44
TXN10194,CUST0559,2024-12-21 02:40:49,['PROD0439'],123000,Tidore Kepulauan,0.8,0.21
TXN10195,CUST3104,2023-10-12 07:26:58,['PROD0167'],225000,Bekasi,0.81,0.31
TXN10196,CUST4297,2024-09-22 09:58:24,"['PROD0575', 'PROD0027']",423000,Parepare,0.11,0.47
TXN10197,CUST3094,2025-04-19 17:14:11,"['PROD0209', 'PROD0429', 'PROD0396']",499000,Singkawang,0.81,0.39
TXN10198,CUST1050,2024-01-20 12:32:26,['PROD0822'],227000,Manado,0.85,0.01
TXN10199,CUST2033,2024-11-14 19:30:37,['PROD0749'],410000,Sibolga,0.67,0.3
TXN10200,CUST1250,2024-12-26 22:51:47,"['PROD0934', 'PROD0706']",660000,Depok,0.61,0.26
TXN10201,CUST4451,2025-03-23 03:45:26,['PROD0371'],167000,Manado,0.75,0.36
TXN10202,CUST2713,2024-12-15 22:59:42,['PROD0190'],431000,Bontang,0.95,0.35
TXN10203,CUST0652,2025-02-25 19:18:38,['PROD0826'],299000,Bogor,0.73,0.26
TXN10204,CUST3922,2025-07-18 10:05:38,"['PROD0086', 'PROD0027']",553000,Kota Administrasi Jakarta Timur,0.92,0.09
TXN10205,CUST4934,2024-05-01 21:15:43,"['PROD0001', 'PROD0306', 'PROD0425']",900000,Magelang,0.75,0.0
TXN10206,CUST1220,2024-11-10 19:52:54,"['PROD1017', 'PROD1005']",352000,Bogor,0.88,0.3
TXN10207,CUST4334,2025-02-23 09:21:32,['PROD0066'],438000,Manado,0.92,0.01
TXN10208,CUST4969,2024-04-11 07:30:13,['PROD0091'],436000,Palangkaraya,0.36,0.47
TXN10209,CUST3313,2024-09-09 06:30:44,"['PROD0622', 'PROD0273']",408000,Binjai,0.97,0.33
TXN10210,CUST1262,2024-12-14 23:09:51,"['PROD0974', 'PROD0585']",754000,Semarang,0.88,0.19
TXN10211,CUST0995,2025-05-02 01:10:52,['PROD1058'],227000,Bengkulu,0.99,0.11
TXN10212,CUST3000,2024-05-22 18:44:55,"['PROD0590', 'PROD0127']",947000,Batam,0.23,0.44
TXN10213,CUST0729,2024-12-20 10:34:29,['PROD0443'],195000,Pariaman,0.02,0.43
TXN10214,CUST2237,2024-03-20 04:11:02,['PROD0040'],262000,Semarang,0.75,0.35
TXN10215,CUST1166,2025-04-09 14:24:20,['PROD0301'],147000,Lhokseumawe,0.56,0.45
TXN10216,CUST2050,2024-12-26 08:38:51,['PROD0912'],320000,Meulaboh,0.73,0.36
TXN10217,CUST3539,2024-11-24 01:43:30,"['PROD0578', 'PROD0510']",545000,Kediri,0.3,0.45
TXN10218,CUST0940,2025-06-17 04:53:21,"['PROD0291', 'PROD0294']",523000,Pasuruan,0.72,0.29
TXN10219,CUST2037,2024-11-01 09:31:21,['PROD0799'],385000,Binjai,0.94,0.15
TXN10220,CUST3734,2024-07-01 05:59:11,['PROD1036'],314000,Padang Sidempuan,0.26,0.47
TXN10221,CUST2444,2023-08-22 17:50:14,"['PROD0708', 'PROD0231']",357000,Kota Administrasi Jakarta Timur,0.87,0.16
TXN10222,CUST2119,2025-08-11 04:39:13,"['PROD0583', 'PROD0104', 'PROD0463']",991000,Kota Administrasi Jakarta Pusat,0.78,0.2
TXN10223,CUST0662,2025-02-04 23:21:39,['PROD0036'],200000,Batam,0.96,0.37
TXN10224,CUST4733,2025-04-04 09:03:35,['PROD0761'],115000,Tangerang,0.49,0.49
TXN10225,CUST4822,2024-07-31 21:12:31,['PROD0783'],185000,Madiun,0.97,0.36
TXN10226,CUST4919,2025-06-13 01:58:31,['PROD0624'],104000,Kotamobagu,0.79,0.2
TXN10227,CUST3395,2025-05-20 01:41:21,['PROD0019'],389000,Tual,0.77,0.23
TXN10228,CUST4730,2023-10-15 14:04:24,['PROD1009'],431000,Ambon,0.88,0.25
TXN10229,CUST4657,2025-01-08 04:38:55,['PROD0638'],150000,Tasikmalaya,0.98,0.14
TXN10230,CUST1506,2024-04-10 04:13:18,"['PROD0967', 'PROD0243', 'PROD0182']",1051000,Kendari,0.7,0.35
TXN10231,CUST1055,2024-09-08 23:00:37,['PROD0894'],357000,Salatiga,0.61,0.11
TXN10232,CUST3266,2024-09-02 07:12:49,"['PROD0071', 'PROD0513', 'PROD0594']",1010000,Parepare,0.9,0.37
TXN10233,CUST2578,2024-02-24 21:04:01,"['PROD0594', 'PROD0940']",484000,Gorontalo,0.92,0.34
TXN10234,CUST2736,2023-11-10 21:46:18,['PROD0545'],380000,Makassar,0.19,0.5
TXN10235,CUST2632,2024-03-26 21:24:35,"['PROD0944', 'PROD0879']",582000,Prabumulih,0.79,0.09
TXN10236,CUST1289,2024-06-30 15:35:31,['PROD0634'],383000,Metro,0.61,0.04
TXN10237,CUST3034,2024-08-17 03:20:56,"['PROD0182', 'PROD0536', 'PROD0024']",893000,Cimahi,0.65,0.28
TXN10238,CUST3556,2024-02-20 20:26:10,"['PROD0243', 'PROD0219', 'PROD0573']",565000,Madiun,0.61,0.18
TXN10239,CUST1113,2024-10-15 09:28:07,['PROD0851'],175000,Bima,0.64,0.21
TXN10240,CUST1908,2023-12-12 01:39:42,['PROD0726'],256000,Mojokerto,0.49,0.49
TXN10241,CUST2058,2023-10-14 22:34:57,['PROD0851'],175000,Bandung,0.58,0.43
